#NUMBER;RN;SN;VN;NAME;LOCATION;STATUS;LATX;NS;VF;LONGX;EW;ELEV;TYPE;TIMEFRAME
1804-01=;18;04;-01-;Fogo;Cape Verde Is;Historical;14,95;N;;-24,35;W;2829;Stratovolcano;D2
1804-02-;18;04;-02-;Brava;Cape Verde Is;Holocene;14,85;N;;-24,71666667;W;900;Stratovolcano;U
1804-03-;18;04;-03-;Sao Vicente;Cape Verde Is;Holocene;16,85;N;;-24,96666667;W;725;Stratovolcano;U
1805-01=;18;05;-01-;Unnamed;Atlantic-C;Uncertain;7;N;;-21,83333333;W;-1415;Submarine volcano?;?
1805-02=;18;05;-02-;Unnamed;Atlantic-C;Uncertain;4,2;N;;-21,45;W;-2900;Submarine volcano;?
1805-03=;18;05;-03-;Unnamed;Atlantic-C;Uncertain;-0,716666667;S;;-20,53333333;W;-1528;Submarine volcano;?
1805-04=;18;05;-04-;Unnamed;Atlantic-C;Uncertain;-3,5;S;;-24,5;W;-5300;Submarine volcano;?
1805-05-;18;05;-05-;Ascensión;Atlantic-C;Holocene;-7,95;S;;-14,36666667;W;858;Stratovolcano;U
1805-051;18;05;-051;Trindade;Atlantic-C;Holocene;-20,51444444;S;;-29,33055556;W;600;Stratovolcano;U
1806-011;18;06;-011;Nightingale Island;Atlantic-S;Historical;-37,41666667;S;;-12,48333333;W;365;Stratovolcano;D1
1806-01=;18;06;-01-;Tristan da Cunha;Atlantic-S;Historical;-37,09166667;S;;-12,28333333;W;2060;Shield volcano;D2
1806-02-;18;06;-02-;Bouvet;Atlantic-S;Magnetism;-54,41666667;S;;3,35;E;780;Shield volcano;D7
1806-03-;18;06;-03-;Thompson Island;Atlantic-S;Uncertain;-53,93333333;S;;5,5;E;;Submarine volcano?;?
1900-011;19;00;-011;Young Island;Antarctica;Fumarolic;-66,41666667;S;;162,4666667;E;1340;Stratovolcano;U
1900-012;19;00;-012;Sturge Island;Antarctica;Uncertain;-67,4;S;;164,8333333;E;1167;Stratovolcano;?
1900-013;19;00;-013;Pleiades, The;Antarctica;Potassium-Argon;-72,66666667;S;;165,5;E;3040;Stratovolcano;D7
1900-014;19;00;-014;Unnamed;Antarctica;Holocene?;-73,45;S;*;164,5833333;E;2987;Scoria cones;?
1900-015;19;00;-015;Melbourne;Antarctica;Tephrochronology;-74,35;S;;164,7;E;2732;Stratovolcano;D4
1900-016;19;00;-016;Unnamed;Antarctica;Holocene?;-76,83333333;S;;163;E;-500;Submarine volcano;?
1900-01=;19;00;-01-;Buckle Island;Antarctica;Historical;-66,78333333;S;;163,25;E;1239;Stratovolcano;D3
1900-020;19;00;-020;Morning, Mt.;Antarctica;Holocene;-78,5;S;;163,5333333;E;2723;Shield volcano;U
1900-021;19;00;-021;Royal Society Range;Antarctica;Holocene?;-78,25;S;*;163,3333333;E;3000;Cinder cones;?
1900-022;19;00;-022;Berlin;Antarctica;Ar/Ar;-76,05;S;;-136;W;3478;Shield volcanoes;D7
1900-023;19;00;-023;Andrus;Antarctica;Holocene?;-75,8;S;;-132,3333333;W;2978;Shield volcanoes;?
1900-024;19;00;-024;Waesche;Antarctica;Holocene?;-77,16666667;S;;-126,8833333;W;3292;Shield volcanoes;?
1900-025;19;00;-025;Siple;Antarctica;Holocene?;-73,43333333;S;;-126,6666667;W;3110;Shield volcano;?
1900-026;19;00;-026;Toney Mountain;Antarctica;Holocene?;-75,8;S;;-115,8333333;W;3595;Shield volcano;?
1900-027;19;00;-027;Takahe;Antarctica;Ice Core;-76,28333333;S;;-112,0833333;W;3460;Shield volcano;D7
1900-028;19;00;-028;Hudson Mountains;Antarctica;Ice Core;-74,33333333;S;*;-99,41666667;W;749;Stratovolcanoes;D7
1900-029;19;00;-029;Peter I Island;Antarctica;Holocene;-68,85;S;;-90,58333333;W;1640;Shield volcano;U
1900-02=;19;00;-02-;Erebus;Antarctica;Historical;-77,53333333;S;;167,1666667;E;3794;Stratovolcano;D1
1900-031;19;00;-031;Penguin Island;Antarctica;Lichenometry;-62,1;S;;-57,93333333;W;180;Stratovolcano;D2
1900-03=;19;00;-03-;Deception Island;Antarctica;Historical;-62,96666667;S;;-60,65;W;576;Caldera;D2
1900-041;19;00;-041;Paulet;Antarctica;Holocene;-63,58333333;S;;-55,76666667;W;353;Cinder cone;U
1900-04=;19;00;-04-;Bridgeman Island;Antarctica;Uncertain;-62,05;S;;-56,75;W;240;Stratovolcano;?
1900-05=;19;00;-05-;Seal Nunataks Group;Antarctica;Uncertain;-65,03333333;S;*;-60,05;W;368;Pyroclastic cones;?
1900-07=;19;00;-07-;Thule Islands;Antarctica;Historical;-59,45;S;;-27,36666667;W;1075;Stratovolcanoes;D2
1900-081;19;00;-081;Montagu Island;Antarctica;Historical;-58,41666667;S;;-26,33333333;W;1370;Shield volcano;D1
1900-08=;19;00;-08-;Bristol Island;Antarctica;Historical;-59,03333333;S;;-26,58333333;W;1100;Stratovolcano;D2
1900-09=;19;00;-09-;Michael;Antarctica;Historical;-57,78333333;S;;-26,45;W;990;Stratovolcano;D1
1900-10=;19;00;-10-;Candlemas Island;Antarctica;Historical;-57,08333333;S;;-26,66666667;W;550;Stratovolcano;D2
1900-11=;19;00;-11-;Hodson;Antarctica;Holocene;-56,7;S;;-27,15;W;1005;Stratovolcano;U
1900-12=;19;00;-12-;Leskov Island;Antarctica;Fumarolic;-56,66666667;S;;-28,13333333;W;190;Stratovolcano;U
1900-13=;19;00;-13-;Zavodovski;Antarctica;Historical;-56,3;S;;-27,56666667;W;551;Stratovolcano;D3
1900-14-;19;00;-14-;Protector Shoal;Antarctica;Historical;-55,91666667;S;;-28,08333333;W;-27;Submarine volcano;D2
